ID,Stock,IC,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
3372,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3373,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3374,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3375,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3376,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3377,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3378,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3379,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3380,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3381,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3382,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3383,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3384,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3385,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3386,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3387,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3388,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3389,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3390,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3391,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3392,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3393,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3394,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3395,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3396,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3397,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3398,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3399,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3400,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3401,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3402,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3403,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3404,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3405,monthly,?,00,00,00,00,00,07,00,00,00,00,?,?,?
3406,monthly,500,00,00,00,00,00,07,00,00,00,00,09,?,?
3407,monthly,?,00,00,00,00,00,07,00,00,00,00,?,?,?
3408,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3409,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3410,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3411,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3412,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3413,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3414,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3415,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3416,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3417,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3418,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3419,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3420,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3421,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3422,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3423,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3424,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3425,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3426,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3427,debut,?,00,00,00,00,00,07,00,00,00,00,00,00,00
3428,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3429,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3430,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3431,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3432,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3433,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3434,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3435,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3436,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3437,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3438,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3439,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3440,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3441,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3442,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3443,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3444,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3445,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3446,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3447,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3448,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3449,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3450,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3451,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3452,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3453,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3454,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3455,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3456,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3457,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3458,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3459,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3460,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3461,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3462,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3463,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3464,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3465,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3466,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3467,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3468,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3469,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3470,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3471,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3472,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3473,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3474,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3475,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3476,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3477,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3478,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3479,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3480,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3481,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3482,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3483,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3484,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3485,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3486,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3487,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3488,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3489,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3490,monthly,500,00,00,00,00,00,08,00,12,00,00,?,?,?
3491,monthly,?,00,00,00,00,00,08,00,00,00,00,?,?,?
3492,monthly,?,00,00,00,00,00,08,00,00,00,00,?,?,?
3493,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3494,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3495,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3496,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3497,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3498,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3499,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3500,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3501,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3502,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3503,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3504,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3505,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3506,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3507,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3508,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3509,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3510,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3511,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3512,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3513,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3514,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3515,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3516,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3517,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3518,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3519,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3520,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3521,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3522,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3523,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3524,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3525,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3526,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3527,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3528,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3529,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3530,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3531,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3532,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3533,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3534,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3535,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3536,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3537,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3538,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3539,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3540,debut,?,00,00,00,00,00,08,00,00,00,00,00,00,00
3541,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3542,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3543,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3544,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3545,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3546,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3547,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3548,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3549,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3550,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3551,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3552,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3553,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3554,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3555,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3556,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3557,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3558,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3559,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3560,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3561,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3562,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3563,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3564,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3565,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3566,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3567,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3568,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3569,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3570,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3571,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3572,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3573,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3574,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3575,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3576,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3577,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3578,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3579,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3580,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3581,monthly,500,00,00,00,00,00,09,00,02,00,00,?,?,?
3582,monthly,500,00,00,00,00,00,09,00,04,00,00,?,?,?
3583,monthly,?,00,00,00,00,00,09,06,00,00,00,?,?,?
3584,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3585,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3586,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3587,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3588,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3589,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3590,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3591,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3592,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3593,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3594,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3595,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3596,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3597,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3598,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3599,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3600,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3601,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3602,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3603,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3604,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3605,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3606,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3607,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3608,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3609,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3610,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3611,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3612,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3613,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3614,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3615,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3616,debut,?,00,00,00,00,00,09,00,00,00,00,00,00,00
3617,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3618,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3619,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3620,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3621,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3622,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3623,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3624,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3625,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3626,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3627,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3628,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3629,monthly,?,00,00,00,00,00,10,00,00,00,00,?,?,?
3630,monthly,?,00,00,00,00,00,10,00,00,00,00,?,?,?
3631,monthly,?,00,00,00,00,00,10,03,00,00,00,?,?,?
3632,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3633,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3634,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3635,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3636,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3637,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3638,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3639,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3640,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3641,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3642,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3643,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3644,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3645,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3646,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3647,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3648,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3649,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3650,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3651,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3652,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3653,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3654,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3655,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3656,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3657,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3658,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3659,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3660,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3661,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3662,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3663,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3664,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3665,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3666,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3667,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3668,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3669,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3670,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3671,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3672,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3673,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3674,debut,?,00,00,00,00,00,10,00,00,00,00,00,00,00
3675,debut,?,00,00,00,00,00,10,00,00,00,00,00,00,00
3676,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3677,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3678,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3679,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3680,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3681,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3682,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3683,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3684,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3685,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3686,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3687,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3688,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3689,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3690,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3691,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3692,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3693,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3694,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3695,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3696,monthly,500,00,00,00,00,00,11,00,00,00,00,01,?,?
3697,monthly,?,00,00,00,00,00,11,07,00,00,00,?,?,?
3698,monthly,?,00,00,00,00,00,11,00,00,00,00,?,?,?
3699,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3700,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3701,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3702,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3703,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3704,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3705,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3706,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3707,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3708,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3709,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3710,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3711,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3712,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3713,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3714,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3715,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3716,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3717,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3718,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3719,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3720,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3721,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3722,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3723,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3724,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3725,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3726,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3727,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3728,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3729,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3730,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3731,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3732,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3733,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3734,monthly,?,00,00,00,00,00,12,00,00,00,00,?,?,?
3735,monthly,?,00,00,00,00,00,02,00,00,00,00,?,?,?
3736,monthly,?,00,00,00,00,00,12,00,00,00,00,?,?,?
3737,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3738,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3739,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3740,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3741,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3742,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3743,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3744,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3745,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3746,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3747,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3748,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3749,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3750,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3751,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3752,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3753,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3754,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3755,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3756,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3757,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3758,main,1000,00,00,00,00,00,00,00,00,00,00,00,00,00
3759,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3760,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3761,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3762,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3763,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3764,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3765,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3766,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3767,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3768,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3769,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3770,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3771,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3772,debut,?,00,00,00,00,00,00,00,11,00,00,00,00,00
3773,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3774,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3775,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3776,monthly,?,00,00,00,00,00,00,"01
10",00,00,00,?,?,?
3777,monthly,?,00,00,00,00,00,00,01,00,00,00,?,?,?
3778,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3779,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3780,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3781,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3782,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3783,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3784,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3785,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3786,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3787,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3788,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3789,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3790,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3791,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
3792,none,0,00,00,00,00,00,00,00,00,00,00,00,00,00
