ID,Name,Category,Rarity,Value
3642,Purple Krittle Morphing Potion,Morph,3,7000
3643,Snowdrift Krittle Morphing Potion,Morph,4,10000
3644,White Krittle Morphing Potion,Morph,3,7000
3645,Supernatural Present,Openable,2,999
3646,Skeletal War,Book,6,888
3647,Phantasmoire Dovu Wrappings,Beauty,6,888
3648,Pawbert,Companion,6,888
3649,Phantasmoire Xephyr Figurine,Figurine,6,888
3650,Spooky Fruit Tray,Food,4,888
3651,Deviled Eyeball Eggs,Food,3,888
3652,Spooky Lantern Ice Cube,Ice Cube,2,888
3653,Pumpkin Carving Kit,Toy,3,888
3654,Phantasmoire Cobron Plush,Plushie,2,888
3655,Spider-Filled Cardboard Box,Misc,2,999
3656,Bloodied Clown Collar,Beauty,6,999
3657,Emotionless Mask,Beauty,6,999
3658,Magical Moon Wand,Beauty,6,999
3659,Fake Moustaches,Beauty,5,999
3660,Vibrant Makeup Kit,Beauty,6,999
3661,Costume Box,Openable,5,5000
3662,Creepy Clown Costume,Beauty,6,1000
3663,Masked Drama Costume,Beauty,6,1000
3664,Magical Sailor Costume,Beauty,6,1000
3665,Plumber Brother Costume,Beauty,6,1000
3666,Pop Star Costume,Beauty,6,1000
3667,Purple Monster Goodie Bag,Openable,2,500
3668,Orange Monster Goodie Bag,Openable,2,500
3669,Green Monster Goodie Bag,Openable,2,500
3670,Black Monster Goodie Bag,Openable,2,500
3671,Skeletiny,Companion,2,482
3672,Decorated Skeletiny,Companion,3,591
3673,Fairy Makoat Plushie,Plushie,3,621
3674,Tech Novyn Morphing Potion,Morph,5,25000
3675,Phantasmoire Krittle Morphing Potion,Morph,3,25000
3676,Purple Googly Eyes,Toy,6,444
3677,Orange Googly Eyes,Toy,6,444
3678,Green Googly Eyes,Toy,6,444
3679,Black Googly Eyes,Toy,6,444
3680,Purple Googly Eyes Ice Cube,Ice Cube,6,444
3681,Orange Googly Eyes Ice Cube,Ice Cube,6,444
3682,Green Googly Eyes Ice Cube,Ice Cube,6,444
3683,Black Googly Eyes Ice Cube,Ice Cube,6,444
3684,Tropical Fruit Snacks,Food,3,444
3685,Sour Fruit Snacks,Food,3,444
3686,Chocolate Fruit Snacks,Food,3,444
3687,Dessert Fruit Snacks,Food,3,444
3688,Acidic Tarantula Plush,Plushie,6,444
3689,Poisonous Tarantula Plush,Plushie,6,444
3690,Radioactive Tarantula Plush,Plushie,6,444
3691,Murderous Tarantula Plush,Plushie,6,444
3692,Phantasmoire Pet Stickers,Toy,6,444
3693,Eye Coin,Coin,6,444
3694,Ominous Raven Stamp,Stamp,6,444
3695,Sun Parakeet Plush,Plushie,6,1
3696,Hamburger Cupcake,Food,3,1111
3697,Jacobs Ladder,Toy,6,1111
3698,Illusion Stamp,Stamp,4,6360
3699,Rainbow Audril Plush,Plushie,6,1587
3700,Rainbow Traptur Plush,Plushie,6,1587
3701,Ancient Makoat Plushie,Plushie,2,705
3702,Phantasmoire Makoat Plushie,Plushie,4,2376
3703,Love Makoat Plushie,Plushie,2,864
3704,Pirate Makoat Plushie,Plushie,3,1053
3705,Prankster Makoat Plushie,Plushie,3,1146
3706,Rainbow Ducky,Toy,6,1500
3707,Green Traptur Hat,Beauty,1,150
3708,Red Traptur Hat,Beauty,2,263
3709,Yellow Traptur Hat,Beauty,3,300
3710,Orange Traptur Hat,Beauty,3,573
3711,Storm Traptur Hat,Beauty,5,952
3712,Fire Wulfer Plushie,Plushie,4,2865
3713,Blue Cobron Hat,Beauty,2,350
3714,Green Cobron Hat,Beauty,1,200
3715,Red Cobron Hat,Beauty,2,274
3716,Yellow Cobron Hat,Beauty,3,400
3717,Ancient Cobron Hat,Beauty,5,1053
3718,Turquoise Cobron Hat,Beauty,3,600
3719,Canopic Jars,Toy,5,10000
3720,Liquid Eyeliner,Beauty,5,10000
3721,Gold Neckpiece,Beauty,5,10000
3722,Green Wulfer Hat,Beauty,1,153
3723,Red Wulfer Hat,Beauty,2,234
3724,Yellow Wulfer Hat,Beauty,3,367
3725,Snowdrift Wulfer Hat,Beauty,3,557
3726,Angelic Wulfer Hat,Beauty,5,973
3727,Krittle Griddle,Misc,2,549
3728,Trido Stamp,Stamp,1,338579
3729,Wulfer Stamp,Stamp,3,765
3730,Xephyr Stamp,Stamp,5,4832
3731,Zabeu Stamp,Stamp,6,2016
3732,IcePets Stamp,Stamp,3,1000
3733,Ankh Necklace,Beauty,6,1
3734,Freshly Collected Dew,Food,5,1111
3735,Bonsai Plush,Plushie,6,1111
3736,Mossy Coin,Coin,6,1111
3737,Winter Ridix Plush,Plushie,5,2500
3738,Ice Climbers Axes,Battle Item,5,2500
3739,Different Perspectives,Book,5,2500
3740,How to Rock Your Ugly Sweater,Book,6,1
3741,Pistachio Baklava,Food,5,1
3742,Winter Cold Blush Palette,Beauty,6,1
3743,Paper Chain Mail,Battle Item,6,1
3744,Yule Makoat,Toy,6,1
3745,Aurestal Novyn Plush,Plushie,6,1
3746,Aurestal Zabeu Figurine,Figurine,6,1
3747,Itchy Seasonal Socks,Beauty,6,1
3748,Festive Pirate Invitation,Book,6,1
3749,???,None,0,0
3750,Gold Headpiece,Beauty,5,10000
3751,Embellished Crook,Beauty,5,10000
3752,Jackal Coin,Coin,5,10000
3753,Fire Ori Plushie,Plushie,3,723
3754,Fire Dabu Plushie,Plushie,4,3982
3755,Fire Ridix Plushie,Plushie,3,791
3756,Fire Jakrit Plushie,Plushie,5,4932
3757,Fire Trido Plushie,Plushie,3,682
3758,Peculiar ICE Box,Openable,5,15000
3759,Turkish Delight,Food,3,1
3760,Sandune,Companion,6,1
3761,Abstract Tree Decoration,Toy,6,1
3762,Happy Holidays Profile Skin,Profile Skin,6,1
3763,Starry Night Stamp,Stamp,6,1
3764,Gift-Wrapped Ori Plush,Plushie,6,1
3765,Holiday Ham,Food,6,1
3766,Jaggle,Companion,6,1
3767,Yule Black Cat Plush,Plushie,6,1
3768,Tree Coin,Coin,6,1
3769,Ice Tree Star,Ice Cube,6,1
3770,Cuddly Thorny Devil Plush,Plushie,5,1000
3771,Aurestal Cube Surprise,Openable,6,1
3772,Dreamworld Snow Jar,Morph,5,15000
3773,Dreamworld Dabu Morphing Potion,Morph,5,10000
3774,Dreamworld Krittle Morphing Potion,Morph,5,10000
3775,Ivory Makoat Necklace,Beauty,6,1
3776,Dreamworld Pajamas,Beauty,6,1111
3777,Dreamy Music Box,Toy,6,1111
3778,Dreamworld Dabu Pinata 2017,Pinata,3,2017
3779,Rave Wulfer Pinata 2017,Pinata,3,2017
3780,Storm Traptur Pinata 2017,Pinata,3,2017
3781,Rainbow Xephyr Pinata 2017,Pinata,3,2017
3782,Fairy Makoat Pinata 2017,Pinata,3,2017
3783,Sleepy Teddy,Plushie,6,2017
3784,Starry Face Gems,Beauty,6,2017
3785,Nighttime Party Lights Ice Cube,Ice Cube,6,2017
3786,Swallowed Dreams,Book,6,2017
3787,Nightmare Coin,Coin,6,2017
3788,Cloud Pinata Cookie,Food,5,2017
3789,Dreamworld Noise Maker,Toy,6,2017
3790,Dreamy Cloud Stamp,Stamp,6,2017
3791,How to Sleep Through a Bad Year,Book,6,2017
3792,Dreamworld New Years Envelope,Openable,6,2017
3793,Dreamworld Glowing Stars,Toy,6,2017
3794,Rave Glowing Stars,Toy,6,2017
3795,Storm Glowing Stars,Toy,6,2017
3796,Rainbow Glowing Stars,Toy,6,2017
3797,Fairy Glowing Stars,Toy,6,2017
3798,Party Trido Morphing Potion,Morph,5,25000
3799,Pinata Smasher,Battle Item,6,2017
3800,Frilly Pinata Skirt,Beauty,6,2017
3801,Create A Pinata,Toy,6,2017
3802,Assorted Pinata Candy,Food,3,2017
3803,Exploding Pinata Stamp,Stamp,6,2017
3804,Pinata Wulfer Morphing Potion,Morph,5,25000
3805,Pranking Responsibly,Book,5,9999
3806,Dreamworld Dabu Plushie,Plushie,4,2933
3807,Rockrus,Companion,6,1
3808,Dabu-Shaped Fried Eggs,Food,3,1111
3809,Bacon-Wrapped Ice Cube,Ice Cube,6,1111
3810,Cobron Stamp,Stamp,3,1192
3811,Jakrit Stamp,Stamp,3,1477
3812,Rainbow Krittle Morphing Potion,Morph,5,25000
3813,Love Cobron Plush,Plushie,6,1000
3814,Love Jakrit Plush,Plushie,6,1000
3815,Evil Audril Plush,Plushie,6,1000
3816,Evil Wulfer Plush,Plushie,6,1000
3817,Baby Stroller,Toy,3,834
3818,Skeletal Krittle Morphing Potion,Morph,5,20000
3819,Love Krittle Morphing Potion,Morph,5,20000
3820,Evil Letter,Misc,5,2100
3821,Broken Heart Cufflinks,Beauty,5,1000
3822,How to Break a Heart,Book,2,1000
3823,6-Hour Romantic Comedy VHS,Toy,2,1000
3824,Smashed Wedding Cake,Food,2,1000
3825,Ball and Chain Stamp,Stamp,2,1000
3826,Sweetie,Companion,6,1000
3827,Grumps,Companion,6,1000
3828,Bottled Evil Audril Rage,Battle Item,6,1000
3829,Fuzzy Handcuffs,Battle Item,6,1000
3830,Dinner for One,Food,5,1000
3831,Painfully Vibrant Rose Bracelet,Beauty,6,1000
3832,Deadly Poison Rose Bracelet,Beauty,6,1000
3833,Cowboy Hat,Beauty,6,1
3834,Gingham Coin,Coin,5,2500
3835,Moryello,Companion,5,2500
3836,Cherry Blossom Flower Crown,Beauty,5,2500
3837,Pirate Dovu Figurine,Figurine,6,1000
3838,Dovukoo Clock,Toy,6,1000
3839,Angelic Ice Cube,Ice Cube,2,1275
3840,Baby Ice Cube,Ice Cube,3,941
3841,Fairy Ice Cube,Ice Cube,2,1067
3842,Storm Ice Cube,Ice Cube,4,7542
3843,Tech Ice Cube,Ice Cube,3,2450
3844,Haiku: A Collective,Book,4,3575
3845,Black Krittle Plushie,Plushie,3,674
3846,Blue Krittle Plushie,Plushie,2,361
3847,Turquoise Krittle Plushie,Plushie,3,697
3848,Brown Krittle Plushie,Plushie,3,867
3849,Cottoncandy Krittle Plushie,Plushie,4,3327
3850,Green Krittle Plushie,Plushie,2,402
3851,Grey Krittle Plushie,Plushie,3,910
3852,Glacial Krittle Plushie,Plushie,4,4101
3853,Orange Krittle Plushie,Plushie,3,863
3854,Pink Krittle Plushie,Plushie,3,786
3855,Purple Krittle Plushie,Plushie,3,748
3856,Red Krittle Plushie,Plushie,2,297
3857,Snowdrift Krittle Plushie,Plushie,3,894
3858,White Krittle Plushie,Plushie,3,724
3859,Yellow Krittle Plushie,Plushie,2,380
3860,Evil Novyn Figurine,Figurine,6,1000
3861,Bride and Groom Stamp,Stamp,6,1000
3862,Damage Buff Heart,Battle Item,6,1000
3863,Locked Heart Ice Cube,Ice Cube,6,1000
3864,Love vs Evil 2017 An Analysis,Book,6,1000
3865,Wedding Cake Samples,Food,6,1000
3866,Yellow Beanie,Beauty,3,513
3867,Ancient Beanie,Beauty,4,1214
3868,Rainbow Gummy Lips,Food,4,3653
3869,Crystal Novyn Morphing Potion,Morph,4,10000
3870,Fox Spirit Flute,Toy,2,648
3871,Heart Rate Stamp,Stamp,6,4500
3872,Nurse Syringe,Battle Item,6,4500
3873,Dedicated Code Monkey,Companion,6,1
3874,Toon Wulfer Morphing Potion,Morph,5,20000
3875,Toon Xephyr Morphing Potion,Morph,5,400000
3876,Baby Dovu Egg,Special Event,6,10000
3877,Baby Sharshel Egg,Special Event,6,10000
3878,Baby Ori Egg,Special Event,6,10000
3879,Fire Fairy Plush,Plushie,3,540
3880,A Space Adventure,Book,3,500
3881,Fight for the Prince!,Book,3,899
3882,My Princess,Book,3,976
3883,Novyn's Lament,Book,3,788
3884,One Terrifying Night,Book,4,1890
3885,Gamer Fuel,Food,6,1
3886,Baby Ori Morphing Potion,Morph,5,20000
3887,Egg Mishap,Book,6,7000
3888,Dovu Nest Ice Cube,Ice Cube,6,23000
3889,Egg to Nest Puzzle,Toy,6,3000
3890,Build your Novitegg Kit,Toy,6,5500
3891,Young Pip,Companion,6,13000
3892,Dreamworld Wulfer Morphing Potion,Morph,5,10000
3893,Curds and Whey,Food,5,4500
3894,Diddle,Companion,6,4500
3895,Angelic Dovu Morphing Potion,Morph,5,20000
3896,Golden Jigsaw Piece,Misc,5,3000
3897,Unlikely Duo Plush,Plushie,3,1500
3898,Feathered Skull,Battle Item,4,2500
3899,Old Green Hag Costume Set,Beauty,5,1709
3900,Curious Mole Hill Stamp,Stamp,4,1064
3901,Dreamworld Makoat Morphing Potion,Morph,5,10000
3902,Unicorn Freakshake,Food,2,1200
3903,Imanti,Companion,6,1
3904,Pinata Earmuffs,Beauty,6,4500
3905,Pinata Sharshel Figurine,Figurine,3,4500
3906,Baby Krittle Morphing Potion,Morph,5,20000
3907,Squeaky Chew Toy,Toy,2,500
3908,Rainbow Sharshel Morphing Potion,Morph,5,20000
3909,Space Cobron Morphing Potion,Morph,5,20000
3910,Vacation Brochure,Book,5,2500
3911,Inflatable Pool,Toy,5,2500
3912,Watermelon Salad,Food,5,2500
3913,Ridix Fist,Battle Item,6,4500
3914,Vine Ice Cube,Ice Cube,6,4500
3915,Pocket Pet,Companion,6,1
3916,Rainbow Sharshel Plush,Plushie,6,1670
3917,Plushie Traptur Plushie,Plushie,3,2405
3918,Fire Audril Morphing Potion,Morph,5,20000
3919,Demicus,Companion,6,4500
3920,Ready for School Zabeu Plush,Plushie,6,4500
3921,Red Snow Jar Plush,Plushie,2,342
3922,Orange Snow Jar Plush,Plushie,3,984
3923,Yellow Snow Jar Plush,Plushie,1,123
3924,Green Snow Jar Plush,Plushie,1,230
3925,Turquoise Snow Jar Plush,Plushie,3,1333
3926,Blue Snow Jar Plush,Plushie,1,266
3927,Purple Snow Jar Plush,Plushie,3,999
3928,Pink Snow Jar Plush,Plushie,3,987
3929,Glacial Snow Jar Plush,Plushie,2,1200
3930,Grey Snow Jar Plush,Plushie,2,909
3931,Brown Snow Jar Plush,Plushie,2,1222
3932,Black Snow Jar Plush,Plushie,2,1111
3933,Snowdrift Snow Jar Plush,Plushie,2,1405
3934,White Snow Jar Plush,Plushie,2,1204
3935,Cottoncandy Snow Jar Plush,Plushie,2,1400
3936,Phantasmoire Snow Jar Plush,Plushie,4,2800
3937,Ancient Snow Jar Plush,Plushie,4,3042
3938,Evil Snow Jar Plush,Plushie,3,3488
3939,Love Snow Jar Plush,Plushie,4,1043
3940,Space Snow Jar Plush,Plushie,3,3344
3941,Baby Snow Jar Plush,Plushie,3,2312
3942,Crystal Snow Jar Plush,Plushie,3,2244
3943,Fairy Snow Jar Plush,Plushie,3,1336
3944,Aurestal Snow Jar Plush,Plushie,4,2889
3945,Party Snow Jar Plush,Plushie,3,2288
3946,Rave Snow Jar Plush,Plushie,3,2909
3947,Angelic Snow Jar Plush,Plushie,4,2335
3948,Cubed Snow Jar Plush,Plushie,3,1221
3949,Storm Snow Jar Plush,Plushie,3,2331
3950,Groovy Snow Jar Plush,Plushie,4,3212
3951,Tech Snow Jar Plush,Plushie,4,2396
3952,Pinata Snow Jar Plush,Plushie,4,2311
3953,Flying Snow Jar Plush,Plushie,3,1238
3954,Plushie Snow Jar Plush,Plushie,3,1216
3955,Woodland Snow Jar Plush,Plushie,3,3258
3956,Fire Snow Jar Plush,Plushie,3,3976
3957,Starfruit,Food,6,1
3958,Movie Camera,Toy,6,4500
3959,Rave Krittle Morphing Potion,Morph,5,52000
3960,Mint Majesty Ice Cube,Ice Cube,4,6782
3961,Strawberry Sensation Ice Cube,Ice Cube,3,4666
3962,Pineapple Perfection Ice Cube,Ice Cube,3,4533
3963,Pepper Passion Ice Cube,Ice Cube,4,5664
3964,Honey Harmony Ice Cube,Ice Cube,5,9233
3965,Tech Ridix Morphing Potion,Morph,5,25000
3966,Prankster Pie Plush,Plushie,3,766
3967,Pirate Snow Jar Plush,Plushie,3,884
3968,Dreamworld Snow Jar Plush,Plushie,4,3285
3969,Rainbow Snow Jar Plush,Plushie,6,1782
3970,Theatre Nachos,Food,6,4500
3971,Battle Shovel,Battle Item,5,3521
3972,Bat Comb,Beauty,5,2455
3973,Pumpkin Latte,Food,5,5232
3974,Sleeping Rainbow Sharshel Plush,Plushie,6,1
3975,Groovy Novyn Morphing Potion,Morph,5,25000
3976,Shrug It Off,Book,4,2300
3977,Blue or Yellow,Book,4,2152
3978,Wonder Zapper Plush,Plushie,5,5343
3979,Crystal Cobron Morphing Potion,Morph,5,20000
3980,Party Ridix Feather Boa,Beauty,6,4500
3981,Dinner Platter,Food,5,4500
3982,Zen Code Monkey,Companion,6,1
3983,Croax,Companion,6,666
3984,Slimy Present,Openable,2,666
3985,Slime Sundae,Food,3,666
3986,Slimy Ducky,Toy,3,666
3987,Soaked Stamp,Stamp,3,666
3988,Hygiene Helps,Book,3,666
3989,Snot Launcher,Battle Item,3,666
3990,Phantasmoire Dabu Plush,Plushie,3,666
3991,Worm Coin,Coin,3,666
3992,Snot Ice Cube,Ice Cube,3,666
3993,Saliva Face Cream,Beauty,6,666
3994,Melted Toad Ice Cube,Ice Cube,3,666
3995,Haunted House Diaries,Book,3,666
3996,Spider Flambe,Food,3,666
3997,Haunted Buckler,Battle Item,3,666
3998,Watching You Stamp,Stamp,1,666
3999,Token Gelatin,Food,5,666
4000,Sticky Lucky Coin,Coin,4,666
4001,Ancient Dabu Morphing Potion,Morph,5,15000
4002,Blue Lone Sock,Beauty,2,254
4003,Pink Lone Sock,Beauty,2,278
4004,Purple Lone Sock,Beauty,2,247
4005,Orange Lone Sock,Beauty,2,268
4006,Green Lone Sock,Beauty,2,255
4007,Cottoncandy Lone Sock,Beauty,3,561
4008,Dreamworld Lone Sock,Beauty,4,821
4009,Space Lone Sock,Beauty,5,1206
4010,Pinata Lone Sock,Beauty,4,768
4011,Rainbow Lone Sock,Beauty,5,1640
4012,Black Rose Flower Crown,Beauty,3,468
4013,Cacti Terrarium,Toy,2,753
4014,Walls and Bridges,Book,3,560
4015,The Incandescent Butterfly,Book,5,3443
4016,At Long Last,Book,4,2113
4017,Blob Ghost Costume,Beauty,4,666
4018,Squishy Blob Plush,Plushie,4,8108
4019,I Love Blob T-Shirt,Beauty,4,8108
4020,Splat Shield,Battle Item,4,8108
4021,Blobtastic Potion,Misc,4,8108
4022,Slimed! Avatar,Avatar,4,8108
4023,Slimed! Profile Skin,Profile Skin,4,8108
4024,Blob Marbles,Toy,4,8108
4025,???,None,0,0
4026,???,None,0,0
4027,???,None,0,0
4028,Boo Goo Jelly Beans,Food,3,8108
4029,Trickster Stamp,Stamp,4,8108
4030,Blob Sled,Toy,4,8108
4031,Blook,Book,4,8108
4032,Blobbers,Companion,4,8108
4033,Blob Figurine,Figurine,4,8108
4034,Cupcake Blobs,Food,5,8108
4035,Trido Sundae,Food,3,10000
4036,Trido Lotion,Beauty,4,10000
4037,Origami Elephants,Toy,6,1
4038,Plant Stamp,Stamp,1,157
4039,Music Stamp,Stamp,2,381
4040,Windmill Stamp,Stamp,3,526
4041,Cuddly Stamp,Stamp,4,1048
4042,Shredded Stamp,Stamp,5,1602
4043,Fire Cobron Morphing Potion,Morph,5,20000
4044,Krittle Soap,Beauty,4,1027
4045,Festive Ribbon Candy,Food,3,5000
4046,Holiday Swimsuit,Beauty,6,5000
4047,Glacia Snowglobe,Toy,6,5000
4048,Snowfall Stamp,Stamp,5,2500
4049,Nightfall Stamp,Stamp,6,5000
4050,Festive Pavise Shield,Battle Item,6,5000
4051,Lesser Scarfoose,Companion,6,5000
4052,Aurestal Zabeu Plush,Plushie,6,5000
4053,Bell Coin,Coin,6,5000
4054,Fried Chicken Dinner,Food,5,5000
4055,Bauble Bath Bombs,Beauty,6,5000
4056,Penguin Key Chain,Toy,6,5000
4057,Sand Castle Ice Cube,Ice Cube,6,5000
4058,Bow Bow,Battle Item,6,5000
4059,Treetle,Companion,6,5000
4060,Angelic Jakrit Figurine,Figurine,6,5000
4061,Dreamworld Trido Morphing Potion,Morph,5,10000
4062,Holiday Crackers,Book,6,5000
4063,Quilted Ornament Plush,Plushie,6,5000
4064,Festive Tree Pinata,Pinata,6,5000
4065,Pretzel Bites,Food,3,2500
4066,Dreamworld Makoat Figurine,Figurine,5,2500
4067,Lemon Krittle Plush,Plushie,6,1
4068,Sewing Needle Sword,Battle Item,5,5000
4069,Cake Plush,Plushie,6,215
4070,Assorted Butter Cookies,Food,5,10000
4071,Winter Krittle Plush,Plushie,3,10000
4072,Water Ring Toy,Toy,3,10000
4073,Festive Gift Box,Misc,3,100
4074,Birthday Gift Box,Misc,1,100
4075,Get Well Soon Gift Box,Misc,2,100
4076,Congratulations Gift Box,Misc,3,100
4077,Polka Dot Gift Box,Misc,1,100
4078,Lace Gift Box,Misc,3,100
4079,Striped Gift Box,Misc,2,100
4080,Sky Gift Box,Misc,3,100
4081,Party Gift Box,Misc,1,100
4082,Space Gift Box,Misc,2,100
4083,Toon Gift Box,Misc,3,100
4084,Love Gift Box,Misc,3,100
4085,Nibbler,Companion,3,1325
4086,Dreamworld Xephyr Morphing Potion,Morph,5,400000
4087,Rainbow Profile Skin,Profile Skin,4,1000
4088,Rainbow Krittle Plush,Plushie,4,1000
4089,Deer Spirit Drum,Toy,6,1
4090,Toon Costume,Beauty,5,10000
4091,Swinging-Tail Ridix Clock,Toy,3,10000
4092,Faux Pas,Book,6,2018
4093,Frozen Bow Ties,Ice Cube,6,2018
4094,Caviar Hors D'oeuvres,Food,5,2018
4095,Suited Trido Plush,Plushie,6,2018
4096,Diamond Imbued Coin,Coin,6,2018
4097,Toon Xephyr Pinata 2018,Pinata,3,2018
4098,Fire Ridix Pinata 2018,Pinata,3,2018
4099,Flying Dovu Pinata 2018,Pinata,3,2018
4100,Crystal Sharshel Pinata 2018,Pinata,3,2018
4101,Love Krittle Pinata 2018,Pinata,3,2018
4102,Frayed Amp Whip,Battle Item,6,2018
4103,Shimmer Powder,Beauty,6,2018
4104,Karaoke Night,Book,6,2018
4105,Party Snack Bowl,Food,3,2018
4106,Frozen Musical Notes,Ice Cube,6,2018
4107,Sing Sing Sing Stamp,Stamp,6,2018
4108,Toy Band Set,Toy,6,2018
4109,Party Ori Plush,Plushie,6,2018
4110,Equalizer Coin,Coin,6,2018
4111,Party Guitar Case,Openable,6,2018
4112,Classic Toons CD,Toy,6,2018
4113,Firey Hits CD,Toy,6,2018
4114,Flying In Style CD,Toy,6,2018
4115,Chilling Blues CD,Toy,6,2018
4116,Romantic Pop CD,Toy,6,2018
4117,Streak Fixer,Misc,4,10000
4118,Party Sharshel Morphing Potion,Morph,5,25000
4119,Black Xephyr Morphing Potion,Morph,2,200000
4120,Turquoise Xephyr Morphing Potion,Morph,2,300000
4121,Cottoncandy Xephyr Morphing Potion,Morph,2,300000
4122,Glacial Xephyr Morphing Potion,Morph,2,300000
4123,Pink Xephyr Morphing Potion,Morph,2,200000
4124,Glacial Wulfer Ice Cube,Ice Cube,2,4723
4125,Brown Xephyr Ice Cube,Ice Cube,5,15328
4126,Grey Zabeu Ice Cube,Ice Cube,2,5195
4127,Rave Traptur Morphing Potion,Morph,5,25000
4128,Like Binary Stars,Book,3,980
4129,I Wish I Could Fly,Book,2,742
4130,Cuddly Capsule 12,Openable,5,1000
4131,Cuddly Deer Plush,Plushie,5,1000
4132,Cuddly Jackalope Plush,Plushie,5,1000
4133,Cuddly Hare Plush,Plushie,5,1000
4134,Sands of Time Baton,Battle Item,6,8463
4135,Hourglass Necklace,Beauty,6,8463
4136,The Unfortunate Schedule,Book,6,8463
4137,Distorted Time Ice Cube,Ice Cube,6,8463
4138,Pyrra,Companion,6,8463
4139,Rotelle of Time,Food,5,8463
4140,Broken Time Continuum Coin,Coin,6,8463
4141,End of Times Stamp,Stamp,6,8463
4142,Toy Time Machine,Toy,6,8463
4143,Industrial Xephyr Plush,Plushie,6,8463
4144,Spring Novyn Plush,Plushie,3,1529
4145,Pixel Custom Avatar,Misc,6,25000
4146,Robbie,Companion,6,1
4147,Tangyuan,Food,3,10000
4148,Red Envelope Stamp,Stamp,5,10000
4149,The Chocolate Rush,Book,6,2018
4150,Mischievous Masquerade,Book,6,2018
4151,An Evening Alone,Book,6,2018
4152,Diary of an Evil Pet,Book,6,2018
4153,Candles Burning Low,Book,6,2018
4154,Love Krittle Plush,Plushie,6,2018
4155,Love Dovu Plush,Plushie,6,2018
4156,Evil Zabeu Plush,Plushie,6,2018
4157,Evil Sharshel Plush,Plushie,6,2018
4158,Evil Krittle Morphing Potion,Morph,5,20000
4159,Love Dovu Morphing Potion,Morph,5,20000
4160,Evil Trido Morphing Potion,Morph,5,20000
4161,Skeletal Snow Jar Plush,Plushie,3,3549
4162,Burning Love Katar,Battle Item,6,1000
4163,Mysterious Broach,Beauty,6,1000
4164,Love For All Buttons,Beauty,6,1000
4165,Love vs Evil 2018 An Analysis,Book,6,1000
4166,Not A Match Stamp,Stamp,6,1000
4167,Soulmates Plush,Plushie,6,1000
4168,Candied Blondies,Food,3,1000
4169,Princess Tart,Food,5,1000
4170,Opposites Collide Ice Cube,Ice Cube,6,1000
4171,Love Ridix Figurine,Figurine,6,1000
4172,Love Potion Kit,Toy,6,1000
4173,Better Off Alone Stamp,Stamp,6,1000
4174,Lonely Novyn Plush,Plushie,6,1000
4175,Whispelies,Companion,6,1000
4176,Cuddly Capsule 13,Misc,5,1000
4177,Flokie,Companion,3,1687
4178,Cuddly Cat Plush,Plushie,5,1000
4179,Cuddly Mouse Plush,Plushie,5,1000
4180,Cuddly Capsule 14,Misc,4,1000
4181,Cuddly Crow Plush,Plushie,5,1000
4182,Makoat Mug,Toy,2,731
4183,Pride Plush,Plushie,6,10000
4184,Woolly Coin,Coin,6,10000
4185,Happy Code Monkey,Companion,6,1
4186,Froggy Avatar,Avatar,5,2500
4187,Coffee Beans Plush,Plushie,5,2500
4188,Pollen Grenades,Battle Item,5,2500
4189,Canadian Flag Ducky,Toy,3,600
4190,Blue Dovu Gift Box,Misc,3,250
4191,Red Wulfer Gift Box,Misc,3,250
4192,Yellow Xephyr Gift Box,Misc,3,250
4193,Green Cobron Gift Box,Misc,3,250
4194,Glacia Gift Box,Misc,3,250
4195,Meteora Gift Box,Misc,3,250
4196,Halipar Jungles Gift Box,Misc,3,250
4197,Khalic Desert Gift Box,Misc,3,250
4198,Rainbow Gift Box,Misc,5,1000
4199,Tech Ridix Plushie,Plushie,3,1841
4200,Tech Novyn Plushie,Plushie,2,732
4201,Gift-Wrapped Treetle Plush,Plushie,4,1507
4202,Tech Tea Set,Toy,2,581
4203,Red Tech Bow Tie,Beauty,1,262
4204,Orange Tech Bow Tie,Beauty,3,1140
4205,Yellow Tech Bow Tie,Beauty,2,570
4206,Green Tech Bow Tie,Beauty,1,249
4207,Teal Tech Bow Tie,Beauty,5,3560
4208,Blue Tech Bow Tie,Beauty,2,498
4209,Purple Tech Bow Tie,Beauty,4,2280
4210,Evil Krittle Figurine,Figurine,4,2790
4211,Spilled Honey Tea,Food,5,8540
4212,Read Receipt,Book,2,953
4213,Sassy Workout Clothes,Beauty,2,587
4214,Sassy Quote Bubble Plush,Plushie,3,952
4215,Scouting Cloak,Beauty,3,1578
4216,Cockroach Lounge,Book,2,407
4217,Far From Home,Book,4,1603
4218,Pinata Ori Morphing Potion,Morph,5,25000
4219,Cuddly Capsule 15,Openable,5,1000
4220,Cuddly Barn Owl Plush,Plushie,5,1000
4221,Cuddly Elephant Plush,Plushie,5,1000
4222,Cuddly Stingray Plush,Plushie,5,1000
4223,Glue Ice Cube,Ice Cube,5,1000
4224,Mushroom Ice Cube,Ice Cube,6,10000
4225,Flying Xephyr Figurine,Figurine,6,10000
4226,Gaming Dice Set,Toy,6,1
4227,Mixed Berry Tea,Food,3,275
4228,Darjeeling Tea,Food,3,297
4229,Deluxe Tea Box Set,Food,5,5646
4230,Toon Krittle Morphing Potion,Morph,5,20000
4231,Toon Jakrit Morphing Potion,Morph,5,20000
4232,Toon Snow Jar,Morph,5,25000
