ID,Description
2845,Everything suddenly becomes prettier in pink! Too bad the lenses aren't pink as well.
2846,"Purple is a rarity in nature, so wear these to make your outfit a little more exotic!"
2847,These red glasses are for the hipsters who want to express their energy and independence!
2848,Get ready to make a bold statement while wearing a pair of these glasses around Terrafrost.
2849,This colour is for the most daring of fashionistas! Do you think you could pull it off?
2850,Why choose a single colour when you can wear all the colours on your glasses frame?
2851,Just when you thought the Rainbow Hipster Glasses could not get any cooler - it is now in ice cold form.
2852,Glamour is right in its name! How could you resist scratching the card?
2853,Try winning great and exclusive prizes from this mighty card!
2854,Is this your lucky day? This scratchcard has amazing prizes!
2855,You could become the richest one in the Halipar Jungles with this scratchcard!
2856,Scratching three of a kind could make you a millionaire today!
2857,"Shhh, don't wake it! Commemorative Item for Luventas."
2858,A reminder of all the hard work put into answering the Trivia correctly.
2859,Why choose between brains or brawn when you could have both?
2860,Trail mix helps to fuel your brain with energy so you can correctly answer the trivia!
2861,"If you can't get enough of Jar Match, bring these handy cards around to play with all your friends."
2862,A luxurious latte that only the most intellectual can enjoy.
2863,Even as a Plushie he still wants you to buy his Scratchcards.
2864,"Gambling might seem like a fun thing to do at first, but it comes with a lot of risks."
2865,"It might sound ridiculous, but these shuriken can be a dangerous weapon if used correctly."
2866,You know you're addicted to Scratchcards when you try to scratch a cake...
2867,"No need to melt this cube, the Scratchcard inside it is already torn. Bummer."
2868,Display your wealth wearing these gorgeous glasses.
2869,Does carrying this stamp around also increase your luck?
2870,This coin is trying to taunt all unlucky ones...
2871,Bragging on the boards has never felt this good.
2872,Show your friends that you're truly addicted to Scratchcards!
2873,"Whatever it is, the effects must surely be awesome. Commemorative Item for Tom."
2874,"Ah, a wonderful Yellow Raincoat. You will be the shining sun on a rainy day."
2875,"If these don't keep your feet dry, I don't know what can."
2876,"Perfect for those who want to look fancy, even on rainy days."
2877,"Aww, I never knew Rainboots could look so cute!"
2878,This Dabu is truly enjoying autumn.
2879,"Does this count as a carrot? If so, I bet Jakrits will love it!"
2880,Time to smell like your favourite vacation-location!
2881,I am not sure if I should describe this as cool or cute. Maybe it's just coote!
2882,"Be careful, using too much of this perfume might cause frostbite."
2883,Be careful when using this while wearing a white shirt - It might cause purple stains. And nobody likes purple stains.
2884,I don't even know what to say. But I'm sure Makoat-lovers are going to go crazy.
2885,The most romantic of perfumes.
2886,"Aww, you can finally smell like spring! Fabulous!"
2887,I doubt moss is a good scent for your first date. But you might as well give it a try!
2888,"Vanilla always reminds me of the holidays. So, you can smell like presents! ... Probably."
2889,Bring the Blue Hand Mirror around just in case there is a beauty emergency!
2890,Be the envy of your friends with this elegant turquoise mirror.
2891,"Great for keeping up appearances, the colour of the Green Hand Mirror is also easy on the eyes."
2892,Perfect for any sort of beauty situation - this will be your best friend!
2893,Pink is the most fabulous colour choice for a Hand Mirror.
2894,Hand Mirrors are personally endorsed by the Beauty King himself.
2895,The daring colour of the Red Hand Mirror really brings out the boldness in you!
2896,"Practical to bring everywhere you go, this White Hand Mirror is not only sensible, but also fashionable!"
2897,Bring this mirror around to ensure that your beauty is always flawless.
2898,"If you can't decide which colour would look best, why not have them all?"
2899,Some say that the element of earth resembles life.
2900,"Don't worry, this Stamp won't set your letters on fire... Probably."
2901,"Oooh, it sparkles! Such a shiny Stamp."
2902,Your letter will be delivered as fast as the wind.
2903,The perfect Stamp for those of you who can't pick a single element.
2904,A Dabu greets you happily from this Stamp. Cute!
2905,The Makoat on this Stamp looks super happy.
2906,"Your letter will arrive so fast, you'll think it has wings. Like a Dovu."
2907,This Item is kind of hard to pronounce. Sharshel Shtamp... Sharsel Stamp... Eh!
2908,"Don't look, it's not done! Commemorative Item for Quil."
2909,I'm not sure if opening this is a good idea...
2910,"This book contains powerful spells that can bend space and time, transform your enemies into frogs and even do massive damage to your foes."
2911,Don't stare into this Ice Cube for too long - You might get lost in the mist...
2912,"Using this item will unlock the ""Trick or Treat"" profile skin."
2913,Now you only need some cool Phantasmoire Traptur Teeth and your Phantasmoire Costume is ready to go!
2914,What used to look so scary is actually really cute in plush-form.
2915,Is this a ducky painted like a pumpkin or a pumpkin carved into ducky-shape?
2916,Just ignore all the calories laughing viciously and enjoy this perfect cake.
2917,Putting this on your letter is probably a bad idea.
2918,For those of you who need more than just the first batch of costumes!
2919,This costume will make your pet look like a rather sad Dovu ghost. What a shame!
2920,Happy Hallowtaria!
2921,This costume even comes with the Novyn's whiskers. Details!
2922,That's easily the creepiest Ori I've ever seen.
2923,Booooo!
2924,Softer than any other Trido - Despite the Plushie Trido maybe.
2925,Such a fluffy little Wulfer can't be spooky. Sorry.
2926,A ghost as quick as the wind.
2927,Even cat-lovers can't deny that this cat is rather scary...
2928,"Ever wanted to become a Phantasmoire Sharshel? There you go, your dreams came true!"
2929,A single cookie with four different flavours. A true masterpiece!
2930,The perfect treat for Phantasmoire!
2931,I would not use that on your pet if I were you...
2932,It's a snowman... Made of pumpkins... Does that make him a Pumpkinman?
2933,Its once so pretty dress is covered in... Blood?
2934,This must have been a pretty doll some years ago. Now it's just rather spooky.
2935,Its eyes stare right into your soul...
2936,This must have been someone's favourite doll. It was apparently played with very often.
2937,"It looks pretty modern, even though it must have been lying in a dark corner over the past couple of years."
2938,Its innocent smile makes it hard to eat this thing...
2939,"Warning - Don't hold these Marshmallows over fire, it might be a traumatizing experience to watch poor little Tridos melt slowly..."
2940,Do you hear that? That's the joy of all dentists in Terrafrost...
2941,I don't understand how they can put the grape-flavour onto a Marshmallow that well.
2942,The perfect combination of sour and sweet!
2943,Just when you thought that Tridos could not get any chubbier.
2944,Great for both hot summer days and cold winter evenings.
2945,"Don't worry, it's not my blood."
2946,You know what they say: An apple a day...
2947,Gross! Who would even eat that?!
2948,This is just beyond gross...
2949,I doubt that even the biggest orange-lover would touch these...
2950,A feast for all flies!
2951,Don't tell me you picked this coin up. Don't you know it's cursed?! I don't even want to know what is going to happen to you now...
2952,Who could do such a thing to a helpless little Plush?!
2953,This Stamp seems to be incredibly old. I wonder what's the story behind its creation.
2954,I bet this is a delicacy... Somewhere.
2955,"Can't get enough of the Haunted House? Play with a Haunted Doll House! Way less creepy, too. Probably."
2956,Show off your addiction to the Haunted House!
2957,This must have been extremely expensive many years ago. Compared to today's jewelry it looks rather bland though.
2958,A lot less creepy when it's trapped in an Ice Cube.
2959,Using this item will guide you through the Haunted House a lot more safely! Due to its age it will only last for one go though... Bummer.
2960,Morph your Pet into a stunning yet creepy Phantasmoire Novyn!
2961,D... Did the eyes just... Move?
2962,Poor little kitty... I wonder what it's so scared of.
2963,Warning: radiation hazard. Commemorative Item for Nyssa.
2964,What could possibly be cuter than a Makoat? A Baby Makoat. Cuter than that? A Baby Makoat Plushie. Funded by Nexinhah
2965,It sure looks like this Party Makoat Plushie has had a nice night. Funded by Nexinhah.
2966,As cuddly as a Woodland Makoat could possibly get! Funded by Nexinhah.
2967,"Wait, is it a Pinata or a Plushie now? Funded by Nexinhah"
2968,Whoever created this tiny masterpiece deserves a whole lot of respect! Funded by Nexinhah.
2969,"I would feel bad for eating something this cute, but it's just too delicious for regrets! Funded by Nexinhah"
2970,Such a cute little cupcake! I am impressed. Funded by Nexinhah.
2971,The perfect treat if you're feeling blue. Funded by Nexinhah.
2972,If this isn't a great snack for the next rave then I don't know what is. Funded by Nexinhah.
2973,You can bring this flag anywhere to display your favourite team!
2974,This flag is only for the true supporters of Team Green Trido.
2975,Wave this flag proudly to show your team spirit!
2976,Show your support with this spirited flag!
2977,What a cool way to display your team pride!
2978,This Ice Cube is a must-have for any proper Ice Cube collection.
2979,The Team Red Dovu flag will always be preserved in this Ice Cube.
2980,This should be your favourite Ice Cube in the collection.
2981,Coloured popcorn always seem to taste better than the regular ones!
2982,This special popcorn should give you enough energy for future competitions.
2983,Eat your favourite snack while cheering for your favourite team!
2984,You deserve this delicious treat after competing so hard for your team.
2985,"With this shield, none of the competitors can come close to you!"
2986,It is almost too lovely to bring into battle.
2987,Show off your team pride with this beautiful shield.
2988,This shield is a souvenir of the fight against the other teams.
2989,Not everyone can read this book so cherish it while you can!
2990,"After working hard on the competition, you deserve to relax with this book."
2991,This book is intriguing to any genuine supporter of the Team.
2992,Find out all the secrets of Team Yellow Sharshel with this exclusive book.
2993,This item is a must have for those who show their team spirit!
2994,There is no mistaking your team with this foam finger.
2995,Wear this to make sure everyone knows your team is the best!
2996,Try collecting two foam fingers so you can wear them on both hands!
2997,This is definitely a stamp you should keep in your collection!
2998,You can now keep a memory from the competition in your stamp album!
2999,This collectible stamp will always remind you of your favourite team.
3000,Doesn't this stamp look absolutely beautiful?
3001,Proudly wear this hat to support Team Blue Audril!
3002,It will be impossible to mistake which team you are competing for!
3003,Support Team Red Dovu with this fashionable hat.
3004,Walk everywhere with this hat to show your support!
3005,"After competing so hard, this toy trophy is well deserved."
3006,You can play with this trophy anytime you want to relive the competition.
3007,You don't need to keep this toy trophy in a safe place!
3008,This toy trophy almost looks better than the real one!
3009,This beautiful profile skin was well deserved!
3010,Displaying this profile skin is the best way to show team pride!
3011,Who wouldn't want such a snazzy profile skin?
3012,Not everyone is allowed to have this profile skin - you have to earn it!
3013,Look! Now you can take Trivvy anywhere you want.
3014,"Everything you never wanted to know, compiled in one handy book. Wow."
3015,Hugging Trivvy never felt this good.
3016,Don't let the questionmarks confuse you...?
3017,This cute and squishy plush is perfect for anyone to hold. Funded by jeni.
3018,"Though it looks like a Crystal Xephyr, it is actually very soft. Funded by jeni."
3019,"Despite its scary look, this plush is just perfect to hug. Funded by jeni."
3020,Who wouldn't want a plush that has two times the amount of plush! Funded by jeni.
3021,This beautiful Space Xephyr Plushie is worthy of any plush collection. Funded by jeni.
3022,Everything you could ever want to know about what each staff position is responsible for! Funded by Zizelly.
3023,Who knows what kind of damage such a glorious weapon can do. Funded by Zizelly.
3024,This Ice Cube is slightly more special than the others. Funded by Zizelly.
3025,The amount of food in this cornucopia could last you forever! Funded by Zizelly.
3026,This shiny and beautiful necklace will be the perfect gift! Funded by Zizelly.
3027,Curl up on the couch with a good book! Commemorative Item for Read.
3028,This plushie is sure to get you in the holiday spirit!
3029,Don't eat everything at once!
3030,"Aww, it has little Dabus stitched onto it!"
3031,*grumbles* Humbug.
3032,"Heh, a little package full of christmas spirit. Cute!"
3033,"Here, have some nice, sweet and crunchy fried dough. Perfectiooooon!"
3034,Will this item also reward you with a kiss if you and another person stand underneath it? Who knows...
3035,This is officially too adorable. I can't handle that. I'm out.
3036,Only use in case of emergency (an emergency being no snow in December)!
3037,For all the people that are just as bad at wrapping gifts as I am.
3038,"These cuties won't only keep your hands, but also your heart warm."
3039,Who needs a Christmas Tree if they can have THIS?
3040,Don't try using this as an actual sled... Just don't.
3041,"I don't have time to write a description for this, I need to gaze at the beauty of this stamp!"
3042,Setting these bottled ghosts free will certainly reward you...
3043,This coin perfectly captured the beauty of a snowflake. Impressive!
3044,No pets were hurt in the process of making this sword.
3045,"It's fake, don't worry!"
3046,"That Dovu looks super satisfied. But honestly, who wouldn't."
3047,Now it's frozen... What a waste.
3048,"A bit bitter, but still an amazing snack. Funded by CoastPony."
3049,Do you have a sweet tooth and a Zabeu affection? Then this might just be the perfect treat for you! Funded by CoastPony.
3050,"Don 't think about calories or obesity, just eat it. Funded by CoastPony."
3051,"A model of the Woodland Zabeu, perfect for biology class. Funded by CoastPony."
3052,Much softer than the actual Pet. Funded by Mongolou.
3053,The perfect match for tech-fanatics. Funded by Mongolou.
3054,"It looks pretty relaxed, doesn't it? Funded by Mongolou."
3055,The ears look a bit like antennas. I wonder if it can hear our thoughts? Funded by Mongolou.
3056,Elegance meets tech. Fabulous! Funded by Mongolou.
3057,"A rare and valuable ring, admired by many. Funded by Nyssa for irissa."
3058,Hah! You get two plushies for the price of one - What a deal! Funded by someonesusie.
3059,"It sadly doesn't glide, I tried. Funded by someonesusie."
3060,This is definitely one of the cutest extraterrestrial beings I've seen in my life. Funded by someonesusie.
3061,How can something this scary manage to look this cute?! Funded by someonesusie.
3062,A wonderful looking necklace made of beads. A must have for every collector! Funded by someonesusie.
3063,I wish I had such a cool peace necklace. *sigh* Funded by Kirsty.
3064,"You can take off its glasses, so be careful not to lose them! Funded by Kirsty."
3065,Complete with a cool bandana and sunglasses. Back to the 60s! Funded by Kirsty.
3066,What a precious little plushie. It looks so peaceful! Funded by Kirsty.
3067,What a deal! You get the pet plushie AND the guitar plushie for the price of one! Funded by Kirsty.
3068,"Feeling blue? Try eating this, it might improve your mood!"
3069,"Who thought ""Hey, we need a gelatin that tastes like caramel""?! Whoever it was, it was a genius."
3070,"I've never seen a white gelatin before. Looks weird, tastes perfect."
3071,"Well, that's new."
3072,Taste the rainbow.
3073,"If you want horribly artificial strawberry flavour, you've chosen the right treat!"
3074,At least it can't burn you now. Funded by irissa.
3075,"The ""Lol, plushieception"" joke is a bit overused by now, isn't it? Funded by irissa."
3076,Just as you thought it couldn't get any cuter. Funded by irissa.
3077,"It screams ""Hug me!"". Can you hear it? I can... Funded by irissa."
3078,The Woodland Traptur has never been this soft before. Funded by irissa.
3079,"It's so cute, I'm not even mad that the lollipop isn't real. Funded by RiverStarr."
3080,"Ah, a Ridix still looks cute, even when it's breathing lethal fire!"
3081,That Novyn looks a bit too serious to me. I'm outta here.
3082,"It looks gorgeous! Go ahead, use this Morphing Potion on your Pet!"
3083,"Classic, yet pretty."
3084,It's a shame that you can only send one letter with this...
3085,"Yes, the gold dust is edible. And man, being rich sure tastes good."
3086,Is this what happens if you freeze the content of a Crystal Snow Jar?
3087,Learn all about the ancient ways of nurturing a crystal.
3088,It's dangerous to go alone. Take these!
3089,Chaaaarge!
3090,Is it just me or does this Sharshel seem to be proud of its crystals?
3091,The most colourful of all Snow Jars. Impressive!
3092,"It might be the most basic of ice creams, but it is such a good one, too!"
3093,Hugging ice cream never felt this good.
3094,"Don't worry, the spines are soft! Commemorative Item for psyqualia."
3095,"Beat iiiiit, beat iiiiit, beat iiiit, beat iiiiit..."
3096,This will get the party started for sure. Wohooo!
3097,A cute pinata from outer space.
3098,I wonder if this item will drop an UHD. Probably not. Bummer.
3099,"Shame on you, beating up an innocent woodland creature."
3100,"Don't use these on the Pet Balloons, you horrible person."
3101,"Warning - You might turn into a greedy, cheating carnival person. Or you might turn into a weird one wearing a carnival vest."
3102,They are the perfect snack-size. Hello you beauties!
3103,"Tick, tock, tick, tock."
3104,"It looks so sad. Free it! ... Or, you know, you could also put it in your collection. Ehehehe."
3105,Pin the stamp on the letter!
3106,Just. One. More. TIME.
3107,The Trivia is not enough for you? Take this game home with you and practice your wit!
3108,A book that explains all the tips and tricks used to deceive people visiting carnivals.
3109,It looks so much like the original! Wow!
3110,"Be careful, you can remove the hat on this one. Make sure to keep it somewhere it can't get lost."
3111,The collector's edition figurine comes with the star!
3112,I thought I had heard a beeping sound.
3113,Tiny balloons form the Audril's fingers. Genius!
3114,I wonder how your dentist feels about a cottoncandy balloon.
3115,This one would be a pain to find in snowy areas.
3116,"The ears are larger than the legs. Fly, my dear, fly!"
3117,"Be careful, you might get grass stains onto it! Oh wait..."
3118,This is not an orange. You cannot eat it. Trust me.
3119,"It can fly so well with huge ears like this. Then again, it's a balloon, it can fly either way..."
3120,Such a pretty colour for a balloon!
3121,I wonder if it has teeth. Would that mean it can pop itself? Tragic.
3122,Take a look at the tiny hands and fall in love.
3123,The amount of balloons used to craft this is way too high.
3124,"Yellow is a happy colour, Oris are happy Pets and balloons make everybody happy by default. This, my dear ones, is pure happiness!"
3125,Its tiny eyes look into yours and beg you to buy it. You can't resist.
3126,"Such a nice, vibrant colour!"
3127,Whenever I try to make balloon Pets it looks like a mess. This is pure perfection!
3128,Using this item will unlock the festive Happy New Year Profile Skin!
3129,Place it near a Tree Figurine so it feels better. ... Now we only need a Tree Figurine.
3130,Make sure to eat this one layer at a time.
3131,Why don't you send this down a set of stairs?
3132,It's beautiful! It's magnificent! It's... a piece of paper.
3133,The scrapbook of an editor... Lots of random thoughts and notes. Funded by Nexinhah.
3134,The moderators' most useful tool. Funded by Nexinhah.
3135,Contains all the colours of the rainbow - and then some. Funded by Nexinhah.
3136,404 description not found. Funded by Nexinhah.
3137,Doesn't it look playful? Who wouldn't want one of these?! Funded by Nexinhah.
3138,Turn your Pet into one of the happiest looking Tridos out there!
3139,It feels like this Pet is looking right through my soul. Touching...
3140,There is a rainbow light emanating from the cube. Gorgeous!
3141,It tries its best to stay in the air. This little critter sure seems to have fun flying! Funded by Disruptive.
3142,Look at it! It's super fascinated by the colours surrounding it. Adorable.
3143,This playful little Xephyr sure doesn't mind the colourful mess all around it.
3144,Not dangerous to your health... Probably. Funded by Remlyn.
3145,Probably a bit smaller than the actual planet. Just a bit though. Funded by Remlyn.
3146,"So you are living on planet Earth, playing on planet Terrafrost and playing with an Earth Plushie on planet Terrafrost and... this is confusing. Funded by Remlyn."
3147,Not edible. Don't try it... Funded by Remlyn.
3148,This is one huge plushie! Funded by Remlyn.
3149,Comes with a soft ring! Awesome. Funded by Remlyn.
3150,A plush version of planet Uranus! Funded by Remlyn.
3151,It looks so calming. Perfect for your bedroom. Funded by Remlyn.
3152,Pluto never got the amount of love it deserved. Until now. Funded by Remlyn.
3153,It's up to you what you want to put in it! Funded by Remlyn.
3154,"You could technically use this plushie's necklace for yourself. That would be mean though, so just don't. Funded by Kirsty."
3155,A groovy Sharshel plushie. You feel peaceful and calm just by looking at it. Funded by Kirsty.
3156,"Complete with bandana, guitar and a whole lot of peace! Funded by Kirsty."
3157,"Looks like the pendant of a necklace, frozen in time. Funded by Kirsty."
3158,One of the most colourful stamps out there. Funded by Kirsty.
3159,"The older, rustic predecessors to Makoats were cheek-pinchingly chubby. Commemorative Item for Nexinhah."
3160,Such a beautiful addition to any beauty collection.
3161,"Please be careful, this Ice Cube has some really sharp edges."
3162,An antique coin in perfect condition. I can't get my eyes off of it!
3163,This meal is so nutritious you could feed it to other species! Funded by Nexinhah.
3164,It just wants to play... Probably. Funded by Shade.
3165,Your Pets can finally start truly rocking! Funded by Korn.
3166,"I can't take this Cobron seriously. It's supposed to look evil, but I just want to cuddle it all day."
3167,"Somehow, the word ""plush"" automatically eliminates the word ""evil""."
3168,"Don't get your hopes up, hitting yourself or others with the plush arrow won't work... I tried..."
3169,"Heh, now love is literally in the air."
3170,Maybe this Dabu's arrows will help you find true love. Maybe they'll just hurt. Who knows.
3171,This swashbuckling Dovu must be up to something... Let's just hope we won't find out what. Funded by SpunkiSpirou.
3172,The perfect equipment for all kinds of dirty tasks... Scary. Funded by psyqualia.
3173,Most of us know how much a broken heart can hurt — and a shard of it is no exception.
3174,Touch this at your own risk...
3175,"If you add this to your stamp collection, will it start corrupting the other stamps?"
3176,"Sure, I can't even form a worm with a balloon and someone created this."
3177,"Sometimes, your worst enemy is your best friend."
3178,This delicious treat makes even the most devious of Pets smile.
3179,A true token of appreciation.
3180,This is healthy in so many ways.
3181,"These boots are made for loving, and that's just what they do."
3182,Give this to your very best friend. Or to yourself. That might even be the same thing...
3183,This is sweet in multiple ways!
3184,Complete with edible flower-decoration.
3185,Read all about the Amourok event of 2016.
3186,Who? Who would do this?
3187,"This item unlocks the ""Evil Supreme"" Profile Skin."
3188,Can you read what the future holds in store? Commemorative Item for Quil.
3189,The chubby Sharshels have just become even chubbier. Wowie. Funded by Luventas.
3190,This is magic in its true form. Wow.
3191,Finally I can taste lavender without earning funny looks. Wohoo!
3192,"Aww, isn't it lovely? A perfect addition to your stamp collection."
3193,Opening this one will give you a random item from the spring Token Booth stock.
3194,Contains one of the summer Token Booth items.
3195,It seems like this one is holding one item from the autumn Token Booth stock.
3196,This gorgeous bag is hiding a secret - an Item from the winter Token Booth stock!
3197,"Looking cute while floating in space must be exhausting, judging from this adorable plushie. Funded by Spit."
3198,I promise it's not poisoned. You can trust me. I promise. Funded by Cowpro.
3199,Do Cobrons like milk? Funded by Cowpro.
3200,"It looks a bit confused. ""Why am I made of chocolate?"". Funded by Cowpro."
3201,"Great, and I thought Dabus couldn't get any sweeter. Funded by Cowpro."
3202,"It 's like caries, just for your teeth AND your heart this time. Funded by Cowpro."
3203,It has dreamy expression on its face. Funded by Cowpro.
3204,Chocolate is so good for your teeth - Said no one ever. Funded by Cowpro.
3205,I learned that it 's not okay to play with your food. Is it okay to hug my food though? Funded by Cowpro.
3206,"Do not expose it to direct sunlight. Not only will it melt your chocolate, but also your heart... Funded by Cowpro."
3207,It's so proud to be a chocolate Trido! Funded by Cowpro.
3208,How can anybody eat this without feeling bad? Funded by Cowpro.
3209,I can 't decide if I want to eat it or keep it. My stomach and my heart disagree. Funded by Cowpro.
3210,*nom* ... Nothing here! Funded by Cowpro.
3211,"Rated ""D"" for ""Delicious"". Funded by Cowpro."
3212,"The perfect gift for chocolate-loving friends. The perfect moment to reconsider having non-chocolate-loving friends, too. Funded by Cowpro."
3213,It's unbelievable how small these shoes are!
3214,"I bet you assume to see a joke about cold feet here, eh? ... You would be right, but the joke got cold feet and left."
3215,Your baby can spend hours building houses with this. So can you. Trust me.
3216,A baby's favourite toy.
3217,It's so sparkly! Legend has it that a bit of this glitter often mysteriously appears in the strangest locations... Weird. Funded by Varyntha.
3218,It looks like this Ridix had more than enough. Whoops!
3219,A true party animal! Comes with a free disco ball.
3220,The Love Dabu's evil sibling. I wonder if the two get along?
3221,"You're supposed to lick the stamp, not bite it! Funded by Arkyfire."
3222,"I've got one tall non-fat latte at 120 degrees for... ""the lion""? Funded by Dillon."
3223,Way to get rid of the extra weight you've been stuck with since Christmas.
3224,"Do you even lift, brah?"
3225,Who knows who previously wore this helmet! Kinda weird when you come to think about it.
3226,"Whoa, I wonder how old this sword is. It has probably experienced many fights and, in your hand, might experience many more!"
3227,"Wait, how is this a beauty item? Oh well then, you're gonna look GORGEOUS with your new... Sweatband..."
3228,"Hey, buy a Sweatband and you'll be in complete sporty-gear! Now you look like you're exercising (What a great disguise!)."
3229,"99% Sugar, 1% Protein - I mean, 99% Protein, 1% Sugar! *coughs innocently*"
3230,"Want muscles fast? Well then, here you go!"
3231,"There's no way you can destroy this Ice Cube. (No, melting it is NOT an option!)"
3232,It's highly adviced to use this alongside the 'Workout Like a Trido' - Book for maximum success.
3233,"Want the muscles of a Trido? Well, reading this book won't magically make them appear, but it will teach you how to train correctly!"
3234,This is a dream come true - A plushie and a Ducky in just ONE item!
3235,Unisex. The perfect addition to every Terrafrostian's Closet!
3236,Finally a way of cosplaying Samuel!
3237,Show your plushie obsession!
3238,Ah woo-hoo! (I bet nobody will get this reference. Oh well.)
3239,Absolutely harmless - I think?
3240,Wait now... is it a plushie or an Ice Cube... or is it both?
3241,That looks almost too pretty to eat.
3242,Do you think I could try and buy something with it?
3243,This looked easier in the store.
3244,"While this plushie isn't a real bomb, it certainly is ""da bomb""! Funded by Shibe."
3245,So cute! It looks just like the real pet! Funded by mortiest for Remlyn.
3246,Now you can hug that evasive Makoat! Funded by mortiest for Nexinhah.
3247,How is it possible for a plushie to be this sparkly?! Funded by mortiest for Luventas.
3248,Sometimes you just have to leave the nest in a shower of glitter. Funded by mortiest for LinkArctic.
3249,This plushie walks a fine line between adorable and spooky. Funded by mortiest for psyqualia.
3250,Is it cute? Yes. Will it abduct you while you sleep? Probably. Is it worth the risk? Definitely. Funded by mortiest.
3251,For all of you dreaming of going to space - Now you can dream of it while hugging an actual rocketship! Funded by mortiest.
3252,Much better than going to an actual party - Staying in bed while hugging party pet plushies! Funded by mortiest.
3253,Such a squishy crystal! Funded by mortiest.
3254,With plush candy inside. Funded by mortiest.
3255,"Despite its mundane appearance, there seems to be something almost celestial about it. Commemorative Item for Nyssa."
3256,This isn't an effective weapon unless you're trying to give your enemies a heart attack.
3257,This hat is just as friendly as its wearer!
3258,These aren't peanuts.
3259,"Incredibly, its honk is almost as loud as a boat horn."
3260,"Whoever smelt it, dealt it - Or in this case, whoever heard it... farted... it? Eh. Needs work."
3261,"Somehow, touching this plushie suddenly makes you dislike pigs. Weird."
3262,It reflects the way you're feeling. Feeling fine? It stays green. Feeling unwell? It turns yellow. Don't let it turn red though!
3263,"One of the most durable pickaxes. Sadly, it's just a stamp. Should be hard to mine ores with that..."
3264,"Infused with the natural essences of Terrafrostian flora, this egg brings calm and tranquility to all who gaze upon it."
3265,An intensely fierce egg dancing with the energy of a hundred Firebreathing Jakrits.
3266,"The only egg to withstand the chilly summits of Snowslide Mountains, forged from deep permafrost."
3267,"An exquisite design of artistic abstraction, the two halves of the egg are split like a horizon separating the sun and the sea."
3268,How did such an assortment of volatile and clashing forces combine? Ask the Grandmaster Jakrits who expertly crafted these vibrant elemental eggs.
3269,A faint smell of leaves still emanates from this empty egg shell.
3270,It would not be surprising for this egg shell to still contain enough energy to ignite flammable substances in its surroundings. Be careful where you put it!
3271,Add some water to this egg shell and watch it refreeze!
3272,"In some respects, a Wind Novitegg is never quite empty if the movement of air is ever-present."
3273,This egg shell 's visual appeal still remains despite losing its elemental powers after being opened.
3274,A gorgeous manifestation of chlorophyll preserved in ice.
3275,This ice cube apparently defies the normal laws of physics...
3276,Not much extra energy was needed to create this ice cube; the water molecules surrounding the egg froze in under a millisecond!
3277,The airy and ethereal essences of wind are delicately preserved in this ice cube.
3278,Only the cohesive powers of this ice cube exceed the cataclysmic forces contained within the egg!
3279,It must take a lot of skill to braid the bread as beautifully as this.
3280,What a uniquely shaped Ice Cube.
3281,I wonder if it will keep its value if it melts?
3282,Two cute Pet plushies in one!
3283,Luckily they only look like eggs and don't smell like them!
3284,"After reading this book, you'll be just as skilled in hiding eggs as Jakrits."
3285,It sounds more exotic than it actually is.
3286,They're brown... Were they made with the peel too?
3287,Does this make them a flock?
3288,"It's tasty on its own, but even better on top of a pizza."
3289,Who even thought plum was a good flavour?! Yuck!
3290,100% more huggable than the original egg.
3291,This plushie will warm your heart!
3292,The darker part looks like a tattoo. How cool is that?
3293,"It seems too heavy to be carried away by the wind, but you never know!"
3294,I wonder what would happen if I threw this at someone's head...
3295,This would make an eggcellent gift!
3296,"Such wing, much fly, so wow."
3297,Hot Cross Buns
3298,Wow! This Makoat Horn Spear is really hoove-y!
3299,A stamp to carry your stamps; how convenient!
3300,The perfect accessory for your favourite lab coat. Funded by Tradgoedia.
3301,The wheels are frozen still in this Ice Cube!
3302,"If you like colourful and spunky little balls of fur, then a Rainbow Jakrit is right up your alley!"
3303,"Driver picks the music, shotgun shuts his cakehole. Funded by Nyssa."
3304,"This is for squishing, not hitting. Funded by Nexinhah."
3305,"Team IcePets, blasting off at the speed of light! Funded by Zizelly."
3306,"The flowers make you feel better already, and they smell nice, too! Funded by Judda for Linpro235."
3307,What an adorably happy sea creature! I love him already. Funded by mortiest.
3308,Think you can ride on the broomstick too? Funded by mortiest for ArkyFire.
3309,Can I look at it? Funded by mortiest.
3310,"Oh darling, you look positively out of this world! Funded by mortiest."
3311,"The creator liked this planet so much, they put a ring on it! And a chain... Funded by mortiest."
3312,"The taste of relaxing on a beach, listening to the waves! Commemorative Item for Tom."
3313,"Please don't melt, please don't melt..."
3314,Give that witch a jar. Witches love jars.
3315,Light some incense in this burner to bring good vibes to your inventory!
3316,Use this to turn your pet into a graceful winged Makoat!
3317,"Soft capsule, round capsule, little ball of love."
3318,The world record is one!
3319,Now available in an even DARKER black!
3320,Is it dirty? Is it clean? Who cares - It's a sock!
3321,"If you manage to get the ball in you can hear a soft "" Arrrg! "" ."
3322,This one is truly charming.
3323,Orange you glad this isn't a banana?
3324,"If you stir this in water, you get sweet lemonade!"
3325,Such a gentle and sweet Cobron!
3326,"Although it may look it, your Audril will not be made of chocolate after use. Sorry!"
3327,This Novyn is enjoying his last few days before Winter. Funded by Quil.
3328,What came first? The pterodactyl or the egg? Funded by mortiest.
3329,"It's so cute and deadly... wait, what? Funded by mortiest."
